Position.bp. Rate.cM.Mb. Map.cM.
24887978 2.151767 49.577017
24888585 2.157323 49.578323
24888751 2.161398 49.578681
24889450 2.165043 49.580192
24891340 2.212733 49.584284
24891715 2.102126 49.585114
24894937 1.874904 49.591887
24894997 0.991365 49.591999
24895394 0.893099 49.592393
24898453 0.895863 49.595125
24901121 0.962147 49.597515
24901863 1.133252 49.598229
24901998 1.326631 49.598382
24902043 1.326341 49.598442
24902076 1.323329 49.598485
24904255 1.317515 49.601369
24907415 1.310734 49.605532
24908959 1.199604 49.607556
24910319 0.828304 49.609187
24917456 0.826252 49.615099
24917543 0.821218 49.615171
24922056 2.083943 49.618877
24922129 3.381402 49.619029
24927001 1.799756 49.635503
24927561 1.747396 49.636511
24927625 1.683003 49.636623
24928693 0.1859 49.638421
24929676 0.174929 49.638603
24932733 0.1706 49.639138
24935097 0.170592 49.639541
24936930 0.175843 49.639854
24937258 0.190241 49.639912
24937940 0.173133 49.640041
24938156 0.167137 49.640079
24941172 0.167069 49.640583
24945855 0.169369 49.641365
24947544 0.185636 49.641651
24947948 0.209085 49.641726
24949008 0.38788 49.641948
24950917 0.336362 49.642688
24954966 0.352774 49.64405
24955492 0.340568 49.644236
24956065 0.310015 49.644431
24957527 0.212242 49.644884
24959272 0.179485 49.645255
24959534 0.162838 49.645302
24962221 0.158443 49.645739
24962376 0.147544 49.645764
24963647 0.140664 49.645951
24964102 0.135534 49.646015
24965942 0.135534 49.646265
24967165 0.135545 49.646431
24967910 0.13554 49.646531
24968290 0.135316 49.646583
24968457 0.135334 49.646606
24969059 0.135859 49.646687
24969130 0.135904 49.646697
24970623 0.1353 49.6469
24974043 0.135056 49.647362
24981986 0.135036 49.648435
24983378 0.134997 49.648623
24985267 0.134924 49.648878
24985285 0.135468 49.648881
24986877 0.137756 49.649096
24987670 0.142583 49.649205
24992916 0.335442 49.649953
24995237 0.33527 49.650732
24995456 0.335052 49.650805
24996089 0.334845 49.651017
25005900 0.33454 49.654303
25006450 0.334205 49.654487
25010115 0.334129 49.655712
25010522 0.334102 49.655847
25010687 0.333536 49.655903
25012493 10.084259 49.656505
25013905 10.961286 49.670744
25014809 17.827057 49.680653
25015418 17.641114 49.69151
25015530 11.265938 49.693485
25016997 8.28149 49.710013
25017649 4.799825 49.715412
25017658 1.798584 49.715455
25020898 1.79904 49.721283
25021037 0.775767 49.721533
25021181 0.085438 49.721644
25021421 0.085794 49.721665
25021472 0.085952 49.721669
25021755 0.087046 49.721694
25022031 0.087474 49.721718
25022055 0.088458 49.72172
25022484 0.092241 49.721758
25022781 0.104439 49.721785
25022852 0.121099 49.721793
25022871 0.138928 49.721795
25023044 0.174876 49.721819
25023130 0.222982 49.721834
25023923 0.263431 49.722011
25024220 0.292546 49.722089
25029118 1.854852 49.723522
25029488 0.259551 49.724208
25032605 0.022107 49.725017
25034072 0.007472 49.72505
25035681 0.004896 49.725062
25039867 0.004896 49.725082
25040302 0.004896 49.725084
25040315 0.004893 49.725084
25040331 0.004891 49.725084
25040383 0.004891 49.725085
25040452 0.004891 49.725085
25040597 0.004891 49.725086
25042408 0.004894 49.725095
25043780 0.004943 49.725101
25043881 0.005022 49.725102
25044111 0.005239 49.725103
25044456 0.00592 49.725105
25044726 0.007919 49.725106
25045733 0.111515 49.725114
25051153 0.052255 49.725719
25051225 0.005271 49.725723
25056107 0.005312 49.725748
25057001 0.005312 49.725753
25059002 0.005388 49.725764
25059428 0.005501 49.725766
25061502 0.00556 49.725777
25062149 0.006121 49.725781
25064001 0.399428 49.725792
25066448 0.15636 49.72677
25069939 0.288635 49.727316
25075801 0.207893 49.729008
25075864 0.137633 49.729021
25076296 0.091978 49.72908
25080522 0.003485 49.729469
25082852 0.003485 49.729477
25084636 0.003485 49.729483
25086040 0.003464 49.729488
25090446 0.003462 49.729503
25091843 0.003462 49.729508
25094233 0.003462 49.729516
25094714 0.003462 49.729518
25097879 0.003462 49.729529
25098245 0.003462 49.72953
25099438 0.003465 49.729534
25103412 0.003465 49.729548
25105256 0.003465 49.729555
25110568 0.003465 49.729573
25111040 0.003465 49.729575
25112429 0.003465 49.729579
25115079 0.003465 49.729589
25119362 0.003465 49.729603
25121935 0.003465 49.729612
25125122 0.003465 49.729623
25127602 0.003465 49.729632
25128123 0.003465 49.729634
25129858 0.003469 49.72964
25130083 0.003485 49.729641
25135004 0.003485 49.729658
25140825 0.00366 49.729678
25142097 0.003929 49.729683
25144573 0.004071 49.729692
25148686 0.147925 49.729709
25149944 0.143004 49.729895
25151551 0.026132 49.730125
25155185 0.022407 49.73022
25158008 0.020408 49.730283
25158500 0.01711 49.730293
25161662 0.01747 49.730347
25164113 0.017806 49.73039
25168124 0.08273 49.730462
25177039 0.63966 49.731199
25178652 0.641391 49.732231
25179505 0.724556 49.732778
25180321 0.702115 49.733369
25180512 0.69183 49.733503
25181136 0.766058 49.733935
25181210 0.884902 49.733992
25182422 2.766301 49.735064
25183853 2.874761 49.739023
25184269 3.262356 49.740219
25184292 3.545688 49.740294
25185197 11.065789 49.743503
25185719 11.065789 49.749279
25185786 11.008981 49.75002
25186069 6.512086 49.753136
25186695 4.974758 49.757213
25186716 4.030177 49.757317
25187622 4.036379 49.760968
25187805 4.036379 49.761707
25187878 4.044664 49.762002
25187952 4.068982 49.762301
25188064 4.072136 49.762757
25188127 4.074237 49.763013
25188202 4.074103 49.763319
25188381 4.046712 49.764048
25188395 4.046536 49.764105
25188881 4.046365 49.766071
25188940 3.583028 49.76631
25188993 3.264734 49.7665
25189302 3.275638 49.767509
25189377 3.286517 49.767754
25189802 3.314578 49.769151
25191343 3.314578 49.774259
25192837 6.28512 49.779211
25193009 8.78477 49.780292
25193155 8.358697 49.781575
25193199 6.701457 49.781942
25193278 3.597766 49.782472
25193288 3.124123 49.782508
25194299 1.79959 49.785666
25194700 1.003068 49.786388
25195029 1.000595 49.786718
25196370 1.000874 49.78806
25197155 1.000377 49.788845
25197277 0.998261 49.788967
25197685 0.995706 49.789375
25198575 0.982461 49.790261
25199499 0.966298 49.791169
25199722 0.958458 49.791384
25200246 0.9498 49.791886
25201928 0.947035 49.793484
25204159 0.933361 49.795597
25206404 0.558566 49.797692
25207629 0.195523 49.798376
25208160 0.120361 49.79848
25210815 0.120275 49.7988
25212673 0.505556 49.799023
25213379 0.684729 49.79938
25213803 2.397045 49.79967
25214908 2.486847 49.802319
25214965 2.497604 49.802461
25215989 2.29093 49.805019
25216031 2.106385 49.805115
25216046 1.927818 49.805146
25216152 1.540836 49.805351
25216165 1.251638 49.805371
25216494 0.742843 49.805783
25217346 0.442949 49.806415
25218126 0.441717 49.806761
25219130 0.4422 49.807204
25220541 0.579161 49.807828
25220590 0.726874 49.807857
25220671 0.746083 49.807916
25221024 0.95481 49.808179
25221678 0.913966 49.808803
25222379 4.316408 49.809444
25223496 5.433473 49.814266
25223836 15.711836 49.816113
25223905 18.176603 49.817197
25224010 18.244157 49.819106
25224321 18.230636 49.82478
25224957 5.890125 49.836374
25225675 0.569039 49.840603
25227677 0.562979 49.841743
25231355 0.558829 49.843813
25234781 0.56806 49.845728
25235690 0.568674 49.846244
25236934 0.577783 49.846951
25239289 1.110874 49.848312
25240341 1.875925 49.849481
25241056 3.236814 49.850822
25241116 3.122827 49.851016
25242576 2.739618 49.855576
25242926 0.971463 49.856535
25243474 0.896843 49.857067
25243554 0.877118 49.857139
25243598 0.82702 49.857177
25243767 0.758545 49.857317
25245678 0.758173 49.858767
25246065 0.756593 49.85906
25249252 0.756868 49.861471
25249688 0.748849 49.861801
25251326 0.531658 49.863028
25251424 0.35392 49.86308
25251923 0.323125 49.863257
25251938 0.322268 49.863261
25251941 0.321189 49.863262
25252671 0.320243 49.863497
25254317 0.157354 49.864024
25259884 0.156977 49.8649
25261386 0.902801 49.865136
25261696 1.73252 49.865416
25261740 8.74938 49.865492
25264658 7.862544 49.891023
25267922 1.676619 49.916686
25268289 1.604768 49.917301
25270572 1.610886 49.920965
25272809 0.790294 49.924568
25273200 0.592917 49.924877
25273288 0.588606 49.92493
25274985 0.576509 49.925928
25274998 0.55269 49.925936
25277982 0.505324 49.927585
25278451 0.480453 49.927822
25279180 0.477255 49.928172
25279220 0.47694 49.928192
25280908 0.520288 49.928997
25281015 0.62942 49.929052
25281043 0.763979 49.92907
25282856 0.551572 49.930455
25282961 0.483218 49.930513
25282993 0.447197 49.930528
25283126 0.445009 49.930588
25283274 0.444509 49.930654
25283356 0.445419 49.93069
25283592 0.452262 49.930795
25284666 0.600786 49.931281
25284678 0.752886 49.931288
25286151 0.982936 49.932397
25288471 0.818385 49.934678
25289427 1.1194 49.93546
25289576 1.083469 49.935627
25289794 1.056774 49.935863
25290446 0.978719 49.936552
25291010 0.573821 49.937104
25292855 0.574515 49.938163
25293356 0.276387 49.938451
25293902 0.273603 49.938601
25293941 0.272827 49.938612
25294195 0.273388 49.938681
25294264 0.273491 49.9387
25294345 0.27399 49.938722
25294878 0.644977 49.938868
25294902 1.31016 49.938884
25295580 0.276785 49.939772
25296009 0.281643 49.939891
25296743 1.448182 49.940098
25297184 0.903593 49.940736
25297217 0.403923 49.940766
25297283 0.311334 49.940793
25297367 0.303341 49.940819
25298408 0.302696 49.941135
25298841 0.230668 49.941266
25299404 0.071648 49.941396
25299426 0.952257 49.941397
25299432 2.548352 49.941403
25299473 2.547965 49.941507
25299637 0.020883 49.941925
25299816 0.013837 49.941929
25299836 0.011672 49.941929
25300042 0.011589 49.941932
25300138 0.011568 49.941933
25300436 0.011545 49.941936
25300632 0.011558 49.941939
25301370 0.011544 49.941947
25301869 0.011542 49.941953
25301913 0.011544 49.941953
25302014 0.011543 49.941955
25302495 0.031686 49.94196
25302758 0.031685 49.941968
25303415 0.032697 49.941989
25303576 1.645524 49.941994
25303905 0.311407 49.942536
25304552 1.4775 49.942737
25305260 1.473582 49.943783
25305607 1.475019 49.944295
25305673 1.472405 49.944392
25305783 53.348072 49.944554
25306562 53.348072 49.986112
25308276 53.348072 50.077551
25308316 53.348072 50.079685
25308500 53.342208 50.089501
25308531 53.278016 50.091154
25309259 5.386776 50.129941
25309709 4.959932 50.132365
25309822 3.92558 50.132925
25310009 2.828603 50.133659
25310514 2.296926 50.135088
25310662 2.297307 50.135428
25310682 2.298321 50.135474
25312028 2.297924 50.138567
25312962 2.32013 50.140714
25314118 2.321899 50.143396
25314894 2.328104 50.145197
25315588 2.328369 50.146813
25315805 2.329243 50.147318
25315849 2.328841 50.147421
25317228 2.329167 50.150632
25317285 1.76446 50.150765
25317711 0.641877 50.151517
25319751 0.6288 50.152826
25320236 0.615526 50.153131
25320348 0.60595 50.1532
25321597 1.13291 50.153957
25321765 4.01847 50.154147
25322498 4.018399 50.157093
25322574 9.107573 50.157398
25322777 9.185384 50.159247
25322808 9.246528 50.159532
25322839 9.289462 50.159818
25323047 9.285125 50.161751
25325837 1.389884 50.187656
25326549 0.425645 50.188646
25326657 0.27857 50.188692
25326786 0.267022 50.188728
25327406 0.266618 50.188893
25327994 0.265474 50.18905
25328307 0.266075 50.189133
25329752 0.330433 50.189517
25329991 0.629897 50.189596
25330459 0.454144 50.189891
25331411 0.675198 50.190324
25331468 0.660006 50.190362
25331585 0.275377 50.190439
25332197 0.269254 50.190608
25333062 0.294091 50.190841
25333121 0.348559 50.190858
25333264 1.136614 50.190908
25333416 4.095391 50.191081
25333785 3.717655 50.192592
25333791 3.351448 50.192614
25333899 3.392758 50.192976
25334113 0.811898 50.193702
25335064 0.646919 50.194474
25335222 0.540536 50.194577
25335245 0.439044 50.194589
25336654 0.106426 50.195208
25337587 0.14591 50.195307
25337896 0.262511 50.195352
25337938 0.358623 50.195363
25338032 0.468123 50.195397
25338799 0.393575 50.195756
25339220 0.423771 50.195921
25339779 0.491558 50.196158
25340330 4.572069 50.196429
25340345 6.618192 50.196498
25340388 6.810674 50.196782
25340885 0.804592 50.200167
25341333 0.773714 50.200528
25341750 0.768854 50.20085
25342453 0.770217 50.201391
25342567 0.765208 50.201479
25342629 0.779897 50.201526
25343419 1.599157 50.202142
25343446 1.590016 50.202185
25343495 1.876099 50.202263
25343544 2.000378 50.202355
25344070 2.133555 50.203407
25344155 2.983315 50.203589
25344196 3.622082 50.203711
25344265 3.698906 50.203961
25344494 2.015939 50.204808
25344816 1.908945 50.205457
25345010 1.739941 50.205828
25345954 1.598192 50.20747
25347577 1.899821 50.210064
25347711 2.360178 50.210318
25348657 4.371302 50.212551
25350186 3.671581 50.219235
25350497 1.558989 50.220377
25351581 1.491125 50.222067
25351835 1.198207 50.222445
25351850 0.905264 50.222463
25353192 0.846777 50.223678
25353256 0.787687 50.223733
25353461 0.758722 50.223894
25353703 0.747478 50.224078
25353946 0.733362 50.224259
25354020 0.71891 50.224314
25354324 0.718393 50.224532
25354454 0.717431 50.224625
25354842 0.6931 50.224904
25355280 0.687412 50.225207
25356704 0.686361 50.226186
25356719 0.686467 50.226197
25358211 0.737546 50.227221
25358706 0.854349 50.227586
25359373 0.860807 50.228156
25359929 0.816149 50.228634
25363338 0.844574 50.231417
25363512 0.841314 50.231564
25363656 0.852216 50.231685
25364652 0.833637 50.232533
25365355 0.824035 50.23312
25366563 0.700238 50.234115
25366624 0.559831 50.234158
25366640 0.422197 50.234167
25368768 0.3782 50.235065
25369238 0.365319 50.235243
25370099 0.646237 50.235557
25370521 0.636534 50.23583
25371916 0.640503 50.236718
25372257 0.639815 50.236936
25375468 0.664595 50.238991
25377166 0.832925 50.240119
25377908 1.133313 50.240737
25378358 1.268909 50.241247
25378444 1.308073 50.241357
25378479 1.343801 50.241402
25378513 1.368543 50.241448
25378668 1.326106 50.24166
25378720 1.267577 50.241729
25379163 1.294729 50.242291
25379319 4.344223 50.242493
25379360 5.570996 50.242671
25379395 5.628697 50.242866
25379484 1.352988 50.243367
25379746 1.339347 50.243721
25380023 1.266359 50.244092
25381063 1.262424 50.245409
25381385 1.245115 50.245816
25381675 1.237641 50.246177
25382556 0.878512 50.247267
25382618 0.549637 50.247322
25384437 0.509562 50.248321
25384533 0.48112 50.24837
25389263 0.491093 50.250646
25390827 0.503333 50.251414
25391265 0.526546 50.251634
25391398 0.558068 50.251705
25391629 0.608315 50.251833
25392127 0.678375 50.252136
25392327 0.740297 50.252272
25392364 0.806981 50.252299
25393466 0.917615 50.253189
25393546 1.431592 50.253262
25393816 2.034038 50.253649
25394753 2.753819 50.255555
25394918 3.082195 50.256009
25395133 3.176147 50.256672
25395209 3.178673 50.256913
25395273 3.141413 50.257116
25395344 3.141415 50.257339
25395351 3.141415 50.257361
25395389 2.997982 50.257481
25395759 1.028421 50.25859
25395879 0.44861 50.258714
25396833 0.448551 50.259141
25396898 0.449192 50.259171
25397349 0.453701 50.259373
25397774 1.557378 50.259566
25397967 1.567318 50.259867
25398093 1.964059 50.260064
25398139 2.571448 50.260154
25398174 3.511186 50.260244
25398206 4.704328 50.260357
25398688 5.989717 50.262624
25399089 6.877211 50.265026
25399237 6.883635 50.266044
25399474 6.877646 50.267675
25399669 6.869122 50.269017
25400812 2.115983 50.276868
25401437 1.811494 50.27819
25401492 1.015641 50.27829
25401526 1.015876 50.278325
25401568 0.649228 50.278367
25401726 0.653902 50.27847
25401760 0.677689 50.278492
25401785 0.717183 50.278509
25401850 0.938032 50.278556
25402611 0.593076 50.27927
25402624 0.29792 50.279277
25402705 0.166517 50.279301
25402880 0.164511 50.27933
25403191 0.163831 50.279382
25403405 0.164 50.279417
25403783 1.018043 50.279479
25404008 0.173185 50.279708
25404088 0.173188 50.279722
25404098 0.161343 50.279723
25404109 0.155503 50.279725
25404638 0.155544 50.279807
25404979 0.155531 50.27986
25405012 0.153505 50.279866
25405809 0.269159 50.279988
25406459 0.28226 50.280163
25406674 0.285791 50.280224
25406748 0.298665 50.280245
25406801 0.323355 50.280261
25407006 0.501874 50.280327
25407321 0.377699 50.280485
25407334 0.27796 50.28049
25407854 0.297803 50.280634
25407933 0.362873 50.280658
25407943 0.431089 50.280662
25408433 1.081246 50.280873
25408465 1.644227 50.280907
25408519 1.682867 50.280996
25408685 1.75549 50.281275
25408928 2.024532 50.281702
25408943 2.31016 50.281732
25408999 2.445225 50.281862
25409063 3.662896 50.282018
25409607 1.913478 50.284011
25411940 1.904574 50.288475
25413466 1.892841 50.291381
25415682 1.892753 50.295576
25418010 1.889767 50.299982
25419396 1.889857 50.302602
25419403 1.880738 50.302615
25419442 1.875091 50.302688
25420434 3.595032 50.304548
25420586 4.20852 50.305095
25421107 4.666582 50.307287
25421532 4.470805 50.309271
25421617 3.997649 50.309651
25421777 2.824036 50.31029
25421990 2.434388 50.310892
25422503 19.657747 50.312141
25424197 34.872223 50.345441
25424889 34.868068 50.369572
25425300 21.310267 50.383903
25425629 5.677744 50.390914
25426117 5.53167 50.393685
25427201 0.822916 50.399681
25429473 0.704698 50.401551
25429739 0.682978 50.401738
25430218 0.642983 50.402066
25430696 0.193266 50.402373
25434242 0.185575 50.403058
25435748 0.18519 50.403338
25436751 0.23837 50.403523
25436915 0.35285 50.403563
25437093 0.607412 50.403625
25437167 0.962865 50.40367
25438501 0.951937 50.404955
25439576 0.86202 50.405978
25439833 0.289759 50.4062
25439879 0.289741 50.406213
25440716 0.277046 50.406455
25441016 0.274142 50.406539
25441307 0.258442 50.406618
25441346 0.258444 50.406628
25441528 0.258428 50.406675
25441546 0.246308 50.40668
25441567 0.25342 50.406685
25441827 0.246286 50.406751
25442010 0.246673 50.406796
25442049 0.239675 50.406806
25443361 0.239405 50.40712
25444590 0.239327 50.407415
25444860 0.479843 50.407479
25445020 1.097081 50.407556
25445510 1.097078 50.408094
25447389 0.813114 50.410155
25447422 0.8131 50.410182
25449410 0.820919 50.411798
25452437 3.199776 50.414283
25452671 0.330204 50.415032
25455233 0.348582 50.415878
25455525 0.387555 50.41598
25456034 0.387587 50.416177
25457038 0.387592 50.416566
25458951 0.393572 50.417308
25459432 0.368973 50.417497
25460648 0.361261 50.417945
25461078 0.358945 50.418101
25462079 0.358452 50.41846
25463237 0.357781 50.418875
25463501 0.356477 50.41897
25463636 0.354981 50.419018
25463851 0.353655 50.419094
25464426 0.352855 50.419297
25464820 0.356446 50.419437
25465981 0.570281 50.41985
25466583 0.570234 50.420194
25466629 0.889761 50.42022
25466947 0.837006 50.420503
25467161 2.534861 50.420682
25468081 2.527605 50.423014
25468246 2.498715 50.423431
25468439 2.412379 50.423913
25469102 2.404108 50.425513
25469913 2.432171 50.427462
25470401 3.268498 50.428649
25470487 4.061885 50.42893
25472465 14.886845 50.436965
25472548 14.924882 50.4382
25473290 14.386674 50.449275
25477602 0.331295 50.51131
25478004 0.319255 50.511443
25478866 0.282747 50.511718
25479890 0.275158 50.512008
25484633 0.276553 50.513313
25486203 0.281 50.513747
25486299 0.284986 50.513774
25487889 0.306908 50.514227
25488413 0.424048 50.514388
25488864 0.663854 50.514579
25490200 0.666548 50.515466
25492512 0.66771 50.517007
25494383 0.668497 50.518257
25494504 0.668495 50.518338
25495280 0.664753 50.518856
25495966 0.629884 50.519312
25496221 0.633829 50.519473
25497792 0.707481 50.520469
25499030 4.7321 50.521345
25508191 9.359703 50.564695
25513720 9.753099 50.616445
25513908 9.766789 50.618279
25515194 9.728138 50.630839
25517902 9.066104 50.657183
25519134 9.08114 50.668352
25519442 9.085516 50.671149
25519623 7.733264 50.672793
25521090 7.539353 50.684138
25523288 7.577087 50.70071
25524188 7.609035 50.707529
25525711 7.644124 50.719118
25525881 7.73108 50.720417
25527781 5.767087 50.735106
25527944 4.845196 50.736046
25529038 4.411963 50.741347
25529362 0.937963 50.742776
25530050 0.918457 50.743422
25530319 0.209303 50.743669
25534700 0.204681 50.744586
25535100 0.204635 50.744668
25535603 0.201633 50.74477
25541931 0.136249 50.746046
25542074 0.1719 50.746066
25543484 0.16829 50.746308
25544177 0.093837 50.746425
25547381 0.049365 50.746726
25548332 0.035722 50.746773
25549737 0.034467 50.746823
25555672 0.034437 50.747027
25555813 0.034406 50.747032
25557681 0.034408 50.747096
25558152 0.0344 50.747113
25559230 0.0344 50.74715
25562087 0.0344 50.747248
25566857 0.034543 50.747412
25570081 0.033455 50.747523
25570641 0.044705 50.747542
25572315 0.138146 50.747617
25593208 0.138057 50.750503
25619140 0.13786 50.754083
25622288 0.137792 50.754517
25623967 0.137349 50.754749
25634898 0.13716 50.75625
25636197 0.13716 50.756428
25646933 0.13716 50.757901
25657228 0.137146 50.759313
25659687 0.137112 50.75965
25665441 0.137035 50.760439
25669531 0.137035 50.760999
25669656 0.136953 50.761017
25670057 0.136894 50.761072
25674785 0.136894 50.761719
25680242 0.136869 50.762466
25682450 0.136869 50.762768
25682746 0.136911 50.762809
25686319 0.136896 50.763298
25688507 0.136874 50.763597
25688792 0.136874 50.763636
25695835 0.136869 50.7646
25697015 0.136869 50.764762
25711181 0.136865 50.766701
25729263 0.136865 50.769175
25749764 0.455531 50.771981
25753638 0.2202 50.773746
25754025 0.19499 50.773831
25758655 0.198132 50.774734
25760920 0.19043 50.775183
25761291 0.180354 50.775253
25762058 0.178565 50.775392
25765483 0.177734 50.776003
25768937 0.173637 50.776617
25775733 4.960599 50.777797
25776584 5.022446 50.782019
25776893 2.292424 50.783571
25889422 2.507908 51.041535
25889917 0.512029 51.042776
25890373 0.514005 51.04301
25890835 0.514786 51.043247
25891174 0.514789 51.043422
25891454 0.514856 51.043566
25892298 0.515937 51.044
25892525 0.516692 51.044118
25892880 0.517427 51.044301
25893242 0.5173 51.044488
25894853 0.51903 51.045322
25895406 5.108667 51.045609
25895526 0.657485 51.046222
25895599 0.655694 51.04627
25896021 0.659694 51.046546
25896065 0.664269 51.046575
25897026 0.693418 51.047214
25897794 0.689588 51.047746
25899165 0.689757 51.048692
25900215 1.097994 51.049416
25900240 1.546396 51.049443
25902264 0.721768 51.052573
25906876 2.720988 51.055902
25907087 4.299709 51.056476
25908241 17.681626 51.061438
25910533 9.863685 51.101964
25910624 1.200344 51.102862
25912408 1.272981 51.105003
25913018 0.427032 51.10578
25914101 0.335875 51.106242
25914133 0.25326 51.106253
25914219 0.150181 51.106275
25915421 0.1502 51.106455
25916906 0.142187 51.106679
25917242 0.136435 51.106726
25928756 0.164241 51.108297
25928935 0.11328 51.108327
25928994 0.088249 51.108333
25932998 0.088154 51.108687
25933542 0.088141 51.108735
25933774 0.088101 51.108755
25936250 0.088101 51.108973
25938947 0.088067 51.109211
25939060 0.089781 51.109221
25939574 0.107546 51.109267
25940020 0.16017 51.109315
25941014 0.160172 51.109474
25941046 0.160172 51.109479
25942020 0.204777 51.109635
25946094 0.189062 51.110469
25946799 0.185307 51.110603
25949464 0.222241 51.111097
25949600 0.367505 51.111127
25949775 0.486277 51.111191
25949849 0.4039 51.111227
25950354 0.332902 51.111431
25950520 0.332912 51.111486
25950649 0.696542 51.111529
25950673 1.26441 51.111546
25951166 0.085591 51.112169
25956664 0.085195 51.11264
25961766 0.076216 51.113075
25962269 0.051518 51.113113
25964677 0.051007 51.113237
25964745 0.050536 51.11324
25964927 0.050089 51.11325
25965178 0.049526 51.113262
25965401 0.049049 51.113273
25965836 0.04896 51.113295
25966544 0.048955 51.113329
25967511 0.048955 51.113377
25967562 0.048958 51.113379
25967587 0.048966 51.11338
25968690 0.048964 51.113434
25973049 0.048984 51.113648
25973785 0.049141 51.113684
25974856 0.049531 51.113736
25977004 0.050566 51.113843
25978927 0.056294 51.11394
25980131 0.059105 51.114008
25981034 0.072973 51.114061
25981127 0.086531 51.114068
25981789 0.09706 51.114125
25984264 0.166164 51.114366
25985451 0.111691 51.114563
25985837 0.07667 51.114606
25988174 0.061366 51.114785
25992944 0.061146 51.115078
25995399 0.061208 51.115228
25997142 0.06156 51.115335
25997868 2.665617 51.115379
25999517 3.022301 51.119775
26002585 11.867831 51.129047
26003756 11.984874 51.142945
26005360 11.751132 51.162168
26006875 5.051004 51.179971
26010611 0.115948 51.198842
26013252 0.110391 51.199148
26014024 0.107478 51.199233
26015837 0.120076 51.199428
26016220 0.149104 51.199474
26020784 0.093428 51.200155
26026561 0.093357 51.200694
26030613 0.093332 51.201073
26030961 0.093323 51.201105
26031014 0.093341 51.20111
26031193 0.093291 51.201127
26031879 0.093345 51.201191
26032034 0.093527 51.201205
26034491 0.663467 51.201435
26040029 0.237551 51.205109
26040139 0.111469 51.205135
26040442 0.126444 51.205169
26040514 0.135774 51.205178
26040962 0.149198 51.205239
26041145 0.168423 51.205266
26045251 0.168289 51.205958
26051523 0.17094 51.207013
26053712 0.170201 51.207388
26053997 0.170324 51.207436
26057040 0.170324 51.207954
26057309 0.170491 51.208
26057464 0.170461 51.208027
26059123 0.170414 51.208309
26060030 0.170414 51.208464
26061266 0.172572 51.208675
26062646 0.232081 51.208913
26062656 0.292623 51.208915
26063900 0.292623 51.209279
26064159 0.292648 51.209355
26066054 0.292592 51.20991
26067461 1.615271 51.210321
26068111 1.916934 51.211371
26068996 2.159609 51.213068
26069415 2.889345 51.213973
26069507 3.284516 51.214238
26070730 3.384761 51.218255
26073443 1.716267 51.227438
26075377 0.704981 51.230757
26076062 0.39267 51.23124
26080217 0.396995 51.232872
26080770 0.402346 51.233091
26081051 0.412887 51.233204
26082049 0.412258 51.233617
26083408 0.399831 51.234177
26084722 0.382458 51.234702
26084797 0.363936 51.234731
26085398 0.364167 51.23495
26086895 0.348087 51.235495
26087669 0.348284 51.235764
26087744 0.331563 51.23579
26090072 0.319174 51.236562
26090285 0.3199 51.23663
26091837 0.315355 51.237127
26092248 0.313515 51.237256
26097731 0.376808 51.238975
26100944 0.393746 51.240186
26101163 0.40998 51.240272
26104973 0.416809 51.241834
26106232 0.421972 51.242359
26106769 0.425109 51.242586
26107219 0.425843 51.242777
26110143 12.713406 51.244022
26118299 5.805338 51.347713
26119583 1.792186 51.355167
26120367 1.217913 51.356572
26120421 0.938758 51.356637
26120869 1.06335 51.357058
26121036 1.305547 51.357236
26121077 1.639815 51.357289
26121555 0.757084 51.358073
26122097 0.643322 51.358483
26122198 0.536239 51.358548
26122979 0.461226 51.358967
26123216 0.433256 51.359076
26125834 0.438134 51.360211
26129438 0.619919 51.36179
26131021 0.620068 51.362771
26134926 4.956024 51.365192
26136452 4.811457 51.372755
26137025 0.317859 51.375512
26138451 0.31846 51.375965
26140573 0.321107 51.376641
26141036 0.321206 51.37679
26141179 0.321653 51.376836
26141617 0.3219 51.376977
26144545 0.315306 51.377919
26144674 0.295508 51.37796
26146512 0.295128 51.378503
26148011 0.022184 51.378945
26150876 0.022068 51.379009
26152652 0.022068 51.379048
26152758 0.022017 51.379051
26155201 0.021974 51.379104
26155550 0.021929 51.379112
26156880 0.021897 51.379141
26157654 0.021864 51.379158
26162599 0.021864 51.379266
26163107 0.021859 51.379277
26163158 0.021864 51.379278
26163542 0.021859 51.379287
26165525 0.021859 51.37933
26165782 0.021859 51.379336
26167843 0.021858 51.379381
26171473 0.021858 51.37946
26171550 0.021859 51.379462
26172111 0.021864 51.379474
26173552 0.021864 51.379506
26174128 0.02168 51.379518
26175369 0.021583 51.379545
26175846 0.021391 51.379555
26176728 0.021391 51.379574
26177512 0.021319 51.379591
26181108 0.042463 51.379668
26182282 0.312591 51.379718
26187975 0.149704 51.381497
26188625 0.114475 51.381595
26191774 0.114523 51.381955
26195307 0.115255 51.38236
26196853 0.11527 51.382538
26197063 0.116004 51.382562
26197842 0.117486 51.382652
26198270 0.117484 51.382703
26198499 0.117189 51.38273
26199149 0.117201 51.382806
26201164 0.121036 51.383042
26207244 0.116462 51.383778
26211392 0.116506 51.384261
26211475 0.117641 51.384271
26213286 0.118776 51.384484
26213550 0.118691 51.384515
26213991 0.118622 51.384567
26214603 0.118513 51.38464
26215316 0.118851 51.384724
26218084 0.119868 51.385053
26219848 0.134783 51.385265
26224633 0.120671 51.38591
