position COMBINED_rate.cM.Mb. Genetic_Map.cM.
1995334 1.1453784983 3.51206461089401
2000286 1.7093273001 3.52052919968411
2002055 1.3804391088 3.52297119646758
2002262 1.1968373863 3.52321894180654
2004185 1.1952736231 3.52551745298376
2004662 1.1953061171 3.52608761400162
2005574 1.2122676137 3.52719320206531
2006514 1.1847754896 3.52830689102554
2008745 1.1618478515 3.53089897358223
2011391 1.1323514161 3.53389517542923
2011997 1.0583540085 3.53453653795839
2012172 0.7471927147 3.53466729668346
2012297 0.2703975221 3.53470109637372
2013879 0.2638398384 3.53511849099807
2014530 0.2612583632 3.53528857019251
2016196 0.2607284796 3.53572294383953
2016975 0.2594333457 3.53592504241583
2017127 0.2589984479 3.53596441017991
2018643 0.2583575039 3.53635608015582
2018682 0.2577437079 3.53636613216043
2021201 0.2574615571 3.53701467782276
2024593 0.2718215749 3.53793669660482
2026348 3.4727393335 3.54403135413512
2028324 3.5110931829 3.55096927426453
2028426 3.5934104243 3.5513358021278
2028631 3.5638116901 3.55206638352427
2029147 3.5858087645 3.55391666084676
2029606 4.2552808461 3.55586983475512
2030931 4.2565531058 3.5615097676203
2030975 4.2757852649 3.56169790217196
2031403 4.2873841268 3.56353290257823
2031947 4.2968674692 3.56587039848147
2033116 4.3039062657 3.57090166490608
2033222 4.3092521525 3.57135844563424
2034483 4.3092521525 3.57679241259854
2035107 1.0583068878 3.57745279609653
2035331 0.6198852484 3.57759165039217
2035599 0.3096136564 3.57767462685209
2035906 0.3095491166 3.57776965843088
2036510 0.2346472885 3.57791138539314
2040085 0.3010423882 3.57898761193095
2040573 3.4286864403 3.58066081091382
2042091 3.4265687512 3.58586234227814
2042882 1.7294412991 3.58723033034573
2043148 0.3907210457 3.58733426214388
2045681 0.3908650375 3.58832432328387
2048252 1.0535746888 3.59103306380878
2048892 1.3326899255 3.5918859853611
2050904 1.3603774896 3.59462306487017
2052763 1.342272573 3.59711834958338
2057753 2.008830539 3.60714241397299
2061303 1.9725069984 3.61414481381731
2061750 1.9036069199 3.6149957261105
2062802 1.787607803 3.61687628951926
2063520 1.618810404 3.61803859538933
2064381 1.4120264721 3.61925435018181
2065803 1.4024813167 3.62124867861416
2066417 1.3986565095 3.62210745371099
2067818 1.4104219278 3.62408345483184
2068616 1.7056387313 3.62544455453942
2068682 2.0821763336 3.62558197817743
2071511 1.898581752 3.63095306595384
2071942 1.9909702075 3.63181117411327
2072859 1.7410773689 3.63340774206056
2072963 1.3705712583 3.63355028147142
2073180 1.6652718273 3.63391164545794
2073247 1.8760066552 3.63403733790384
2073261 1.9893601729 3.63406518894626
2074247 2.0024990389 3.63603965299862
2074711 1.9968886932 3.63696620935226
2075329 1.9773823016 3.63818823161465
2075976 1.5928354081 3.63921879612369
2076566 1.3619144274 3.64002232563586
2076986 1.3350066802 3.64058302844154
2077167 1.4840298757 3.64085163784904
2077889 1.6494024636 3.64204250642776
2078171 2.1985149957 3.64266248765655
2078190 4.4843080508 3.64274768950952
2080169 6.1758305423 3.65496965815273
2083183 6.7259950027 3.67524180709086
2084015 6.5929788061 3.68072716545754
2084817 5.1521559689 3.6848591945446
2085600 4.9454420613 3.6887314756786
2088278 3.5391404265 3.69820929374076
2090524 0.3868832119 3.69907823343469
2097343 0.3957513305 3.70177686175737
2099682 0.4043848085 3.70272271782445
2100856 0.4796468274 3.70328582319982
2101458 0.7349414313 3.70372825794146
2102026 0.9648423281 3.70427628838382
2102035 1.114211551 3.70428631628778
2102169 1.4178688737 3.70447631071686
2102216 1.7282605275 3.70455753896165
2102881 1.5861663489 3.70561233958367
2103699 2.1252159976 3.7073507662697
2103864 2.2436711511 3.70772097200964
2104077 2.2086807328 3.70819142100572
2104873 2.199176618 3.70994196559365
2108261 2.2001487332 3.71739606950173
2110079 2.222235765 3.7214360941225
2112453 3.2824137889 3.72922854445735
2114197 3.2801350151 3.73494909992369
2114402 3.596238701 3.73568632885739
2114619 3.4489697713 3.73643475529776
2114809 2.0097483027 3.73681660747528
2116481 1.6987012665 3.73965683599286
2116510 1.7509517992 3.73970761359504
2118467 0.8511901423 3.74137339270352
2118699 0.8539571177 3.74157151075483
2119075 0.8254607673 3.74188188400333
2120052 0.6872531395 3.74255333032062
2120590 0.6666736503 3.74291200074449
2120980 0.6591621078 3.74316907396653
2121029 0.648653127 3.74320085796975
2122964 0.6495756982 3.74445778694577
2123067 0.6498388569 3.74452472034803
2124984 1.4800176999 3.74736191427874
2126198 2.4233170353 3.75030382115959
2126586 2.0408867064 3.75109568520167
2126695 1.539762957 3.75126351936399
2127366 1.5327103315 3.75229196799642
2127900 1.5330527982 3.75311061819066
2128145 1.6144793215 3.75350616562443
2128198 1.7427890026 3.75359853344157
2128267 1.9696490566 3.75373443922647
2128891 0.7734771821 3.7542170889881
2129829 0.765046415 3.75493470252537
2129948 0.7552995431 3.755024583171
2130916 0.0721508956 3.75509442523794
2131417 0.0522239083 3.755120589416
2131535 0.0433104232 3.75512570004594
2131713 0.0409531902 3.75513298971379
2132322 0.0407755296 3.75515782201132
2132469 0.0408539727 3.75516382754531
2132983 0.041263347 3.75518503690567
2133081 0.0417608544 3.7551891294694
2135509 0.0493120131 3.7553088590372
2137119 0.0541363168 3.75539601850725
2137717 0.0665568249 3.75543581948854
2138434 0.1483635646 3.75554219616436
2139641 1.2344019139 3.75703211927444
2141030 0.9141370206 3.75830185559605
2144488 0.815631715 3.76112231006652
2144611 0.6631216968 3.76120387403523
2145858 0.497328268 3.76182404238542
2146614 0.4468129228 3.76216183295506
2146671 0.4062777013 3.76218499078403
2148623 0.3972678444 3.7629604576163
2149075 0.3928401228 3.76313802135181
2149265 0.3896404859 3.76321205304413
2149560 0.3866934946 3.76332612762504
2151518 1.2614078495 3.76579596419436
2152195 2.1443799994 3.76724770945395
2153930 3.1207403653 3.77266219398775
2154616 3.1333264335 3.77481165592113
2155235 3.1308203054 3.77674963369017
2156934 11.4507627351 3.79620447957711
2157017 11.6163651598 3.79716863788537
2157076 27.7942282261 3.79880849735071
2158170 27.7942282261 3.82921538303006
2158350 27.7942282261 3.83421834411076
2158449 26.2811166044 3.8368201746546
2159094 1.967464539 3.83808918928225
2161363 1.9789243563 3.8425793686467
2161751 1.9830187021 3.84334877990311
2161847 1.9866164189 3.84353949507932
2162568 1.9852815758 3.84497088309548
2162642 1.9837741755 3.84511768238446
2162854 1.9800930386 3.84553746210865
2163262 1.9683032485 3.84634052983403
2163525 1.9690341281 3.84685838580972
2164044 1.964272299 3.84787784313291
2164068 1.9594900956 3.8479248708952
2164833 21.0294326908 3.86401238690366
2165066 21.3516112744 3.8689873123306
2165176 21.3876346212 3.87133995213893
2165698 21.3876346212 3.8825042974112
2166729 9.9750337013 3.89278855715724
2167171 5.2975370066 3.89513006851415
2167858 1.5451198185 3.89619156582946
2168287 1.5324618524 3.89684899196414
2169055 1.5295579787 3.89802369249178
2169629 1.5261801589 3.89889971990299
2169825 1.1349535354 3.89912217079593
2170423 0.953645126 3.89969245058128
2174907 5.1351371682 3.92271840564349
2175445 25.0863061126 3.93621483833207
2177204 22.9417197538 3.976569323379
2177225 3.834007436 3.97664983753516
2177266 1.4872494444 3.97671081476238
2177428 1.4832158402 3.97695109572849
2177441 1.4789247671 3.97697032175046
2177670 0.8239375126 3.97715900344085
2178313 0.5485936186 3.97751174913761
2178358 0.3246794619 3.97752635971339
2178976 0.3230927234 3.97772603101645
2180661 0.3219014921 3.97826843503064
2180838 0.3010914768 3.97832172822204
2180937 0.3004526955 3.97835147303889
2181869 0.2903552307 3.9786220841139
2182090 0.2910970009 3.9786864165511
2182287 0.2834138776 3.97874224908499
2182338 0.2855771828 3.97875681352131
2182766 0.2876753033 3.97887993855112
2183887 0.2767418911 3.97919016621105
2184315 0.2728081883 3.97930692811564
2185900 0.2729406184 3.9797395389958
2186145 0.2735774472 3.97980656547037
2186377 0.2735774472 3.97987003543812
2186780 0.2793608478 3.97998261785978
2187098 0.2904933577 3.98007499474753
2187709 0.2910518574 3.9802528274324
2187880 0.2913798454 3.98030265338596
2187997 0.291749461 3.9803367880729
2188081 0.291749461 3.98036129502763
2190910 0.2903712881 3.98118275540166
2190937 0.2896379736 3.98119057562695
2191113 0.2895703313 3.98124154000526
2191712 0.2885435356 3.98141437758308
2193983 0.2927674711 3.98207925250995
2194044 0.2927674711 3.98209711132569
2194272 0.2927846632 3.9821638662289
2195380 0.2711193097 3.98246426642404
2196045 0.2665330389 3.98264151089491
2196087 4.9326456506 3.98284868201224
2196182 4.7359630833 3.98329859850515
2196275 0.3719410699 3.98333318902465
2196408 0.3556561494 3.98338049129252
2196470 0.3530919203 3.98340238299158
2196939 0.3530798113 3.98356797742308
2197541 0.3533042629 3.98378066658935
2197648 0.3579914746 3.98381897167713
2197833 0.6705426196 3.98394302206175
2197860 1.0999204815 3.98397271991475
2197885 1.5357657157 3.98401111405765
2197932 1.8523496706 3.98409817449217
2198340 1.8526966056 3.98485407470725
2198652 1.8385055535 3.98542768843994
2198729 1.7824428319 3.985564936538
2198752 1.6461923401 3.98560279896182
2198868 0.2489880157 3.98563168157164
2199141 0.2432768965 3.98569809616439
2200570 0.243484835 3.9860460359936
2200619 0.2436403523 3.98605797437086
2201454 0.2445510023 3.98626217445778
2202094 0.2448113334 3.98641885371116
2203376 0.2571708449 3.98674854673432
2204132 1.0243516259 3.9875229565635
2204207 1.0249299442 3.98759982630932
2204232 1.254738848 3.98763119478052
2204249 1.5027862323 3.98765674214647
2205089 1.4995334492 3.98891635024379
2205265 1.4968184128 3.98917979028445
2206334 1.4960594782 3.99077907786664
2206388 1.4959415662 3.99085985871122
2206458 1.4955516808 3.99096454732887
2207131 1.5390516204 3.9920003290694
2207686 1.5377169067 3.99285376195262
2210037 1.5374272736 3.99646825347286
2210124 1.5396005625 3.99660219872179
2210150 1.5395889868 3.99664222803545
2210826 1.5398503296 3.99768316685826
2212443 1.7221620663 4.00046790291947
2213022 1.5932217993 4.00139037834126
2214464 1.5630034097 4.00364422925805
2215190 1.5559231642 4.00477382947526
2215525 2.4446219819 4.00559277783919
2215580 2.4398142414 4.00572696762247
2216022 2.4150235595 4.00679440803577
2216260 1.3911677504 4.00712550596037
2216261 1.3542218975 4.00712686018226
2216975 0.5778789568 4.00753946575742
2217407 0.4573156227 4.00773702610642
2217699 0.4569169644 4.00787044586003
2218119 0.3300772376 4.00800907829982
2220447 0.0697244828 4.00817139689578
2221893 0.0590802544 4.00825682694364
2223237 0.0582025733 4.00833505120216
2227738 0.061650932 4.00861254204709
2229044 0.0695245328 4.00870334108693
2229954 0.0824403493 4.00877836180479
2230544 0.1007147441 4.00883778350381
2231550 0.1209456707 4.00895945484853
2235376 0.1188477425 4.00941416631134
2236310 0.117330706 4.00952375319074
2240112 0.2850969161 4.01060769166575
2245749 0.2865554134 4.01222300453109
2249174 0.4017935231 4.01359914734771
2249312 0.5269472771 4.01367186607195
2249640 0.6583406573 4.01388780180754
2251195 0.673270331 4.01493473717225
2251234 0.6857387738 4.01496148098442
2252032 0.6875375192 4.01551013592475
2252143 0.6893845318 4.01558665760778
2252286 0.6897355925 4.0156852897975
2252922 0.6891900911 4.01612361469544
2253452 0.6823719481 4.01648527182794
2253562 0.677240636 4.0165597682979
2260209 0.6993165189 4.02120812519902
2260551 1.2152808429 4.0216237512473
2261331 1.6820919271 4.02293578295043
2262673 1.6838425804 4.02519549969333
2262797 1.6855998294 4.02540451407218
2268536 1.6767749799 4.03502752568182
2270643 1.6317995904 4.03846572741879
2271214 1.6321517719 4.03939768608055
2272348 1.6060843581 4.04121898574263
2273427 1.5844151655 4.04292856970621
2274906 2.1262156138 4.04607324259902
2275312 3.8099454505 4.04762008045192
2279175 3.8075990904 4.06232883573814
2279634 3.8399249592 4.06409136129441
2280782 3.8693861594 4.0685334166054
2281024 3.8899259098 4.06947477867557
2283067 3.8696905049 4.07738055637708
2284841 6.1411715189 4.08827499465161
2284993 11.1560627115 4.08997071618376
2292400 7.9455809588 4.14882363434559
2294233 7.9460203317 4.1633886896136
2298956 4.6104114124 4.18516366271436
2302975 4.1148133976 4.20170109775932
2304422 3.9415502975 4.2074045210398
2304696 3.9465116217 4.20848586522415
2316323 3.462925899 4.24874930465182
2317240 3.4335635436 4.2518978824213
2317858 3.4333651939 4.25401970211113
2319474 3.4402424635 4.25957913393215
2319931 3.4459405053 4.26115392874307
2321831 3.5128935839 4.26782842655248
2322891 3.5494815273 4.27159087697142
2323687 3.6884667137 4.27452689647552
2325173 3.8296215817 4.28021771414593
2325962 3.835842 4.28324419348393
2328423 3.8315864135 4.29267372764755
2329304 3.8394109165 4.29605624866499
2332816 3.891165798 4.30972202294756
2334586 6.6343227613 4.32146477423507
2335851 7.6233386113 4.33110829757836
2336371 7.8071248394 4.33516800249485
2340365 8.4991976842 4.36911379804554
2341071 8.5661474504 4.37516149814553
2351192 8.5025589329 4.46121589710541
2351402 0.771354956 4.46137788164617
2351666 0.6197719609 4.46154150144384
2352593 0.5912334195 4.46208957482372
2353016 0.5534865345 4.46232369962781
2356224 0.5595720286 4.46411880669556
2359565 0.3600916134 4.46532187277593
2362422 0.3414647694 4.46629743762211
2365174 0.3391706721 4.46723083531173
2365206 0.3370523298 4.46724162098628
2366083 0.3345827984 4.46753505010048
2367452 0.3352903409 4.46799406257717
2367770 0.3329915806 4.4680999538998
2368559 0.3319187247 4.46836183777359
2368646 0.3280323423 4.46839037658737
2371400 0.3269932764 4.46929091607057
2373418 0.3243540847 4.4699454626135
2373541 0.320353797 4.46998486613053
2374201 0.3189411139 4.4701953672657
2375065 0.3176895749 4.47046985105842
2375783 0.317618203 4.47069790092817
2377425 1.6517225609 4.47341002937317
2377848 10.6926180678 4.47793300681585
2378317 10.6926180678 4.48294784468965
2379537 10.4402422984 4.4956849402937
2380063 10.0772679906 4.50098558325675
2380432 7.7976642029 4.50386292134762
2380472 4.6968710275 4.50405079618872
2380573 1.3205335926 4.50418417008157
2381384 1.3718550606 4.50529674453572
2382022 1.5481623773 4.50628447213244
2382536 1.6283106244 4.50712142379338
2383340 1.9502473292 4.50868942264606
2383870 3.3186117258 4.51044828686073
2383986 5.5733996282 4.5110948012176
2384203 5.5773138478 4.51230507832257
2384215 5.5840749238 4.51237208722166
2384273 5.586641748 4.51269611244304
2384619 5.5805691031 4.51462698935272
2385093 4.7813038136 4.51689332736036
2385107 3.7340187826 4.51694560362332
2385664 2.037384168 4.51808042660489
2385990 1.974920501 4.51872425068822
2385997 1.9329308863 4.51873778120442
2386094 1.9158346813 4.51892361716851
2386096 1.9002626722 4.51892741769386
2387126 1.9190819074 4.52090407205848
2387206 2.2682574302 4.52108553265289
2387227 2.5440600022 4.52113895791294
2387861 9.6081545114 4.52723052787317
2388492 9.7903104907 4.5334082137928
2388960 9.7903104907 4.53799007910245
2389002 9.7903104907 4.53840127214306
2389127 9.9484679014 4.53964483063073
2389445 9.9724736182 4.54281607724132
2390379 9.9498294594 4.5521092179564
2390458 9.9085127072 4.55289199046027
2391127 9.8963533428 4.5595126508466
2391689 9.818467617 4.56503062964735
2392390 13.5255339949 4.57451202897778
2393247 13.5467773315 4.58612161715087
2393662 13.5708399384 4.59175351572531
2394431 15.3252333447 4.60353862016738
2395071 31.2052037177 4.62350995054671
2395310 31.2052037177 4.63096799423524
2395368 31.2052037177 4.63277789605087
2396150 31.2052037177 4.65718036535811
2396388 31.0098131052 4.66456070087715
2397026 17.1054416098 4.6754739726242
2397036 1.6988541622 4.67549096116582
2398439 1.6737611773 4.67783924809757
2398840 1.6706758943 4.67850918913119
2399342 1.6679818701 4.67934651602998
2402865 1.6748370774 4.68524696705366
2403018 1.6748941096 4.68550322585243
2405847 2.5573132168 4.69273786494275
2406635 3.3751935649 4.6953975174719
2408726 0.8376381252 4.69714901879169
2409090 0.8325518702 4.69745206767244
2409945 0.8230051182 4.6981557370485
2412017 0.8222000654 4.69985933558401
2412132 0.8213828338 4.6999537946099
2412149 0.8206421123 4.69996774552581
2413041 0.8206421123 4.70069975828998
2413777 0.8140215149 4.70129887812495
2413885 0.8113194668 4.70138650062736
2414411 0.8081726204 4.70181159942569
2415443 0.8081766158 4.7026456376932
2415909 0.752895789 4.70299648713087
2416062 0.7043228892 4.70310424853292
2416107 0.6686340737 4.70313433706623
2416385 0.6267801236 4.7033085819406
2416409 0.5782381655 4.70332245965657
2416555 0.4124678475 4.7033826799623
2416623 0.4124678475 4.70341072777593
2416666 0.261329883 4.7034219649609
2416821 0.1999953364 4.70345296423804
2416846 0.132663193 4.70345628081787
2417186 0.1099473947 4.70349366293207
2417705 0.1099371608 4.70355072031852
2417938 0.1024497903 4.70357459111966
2418626 0.0994586577 4.70364301867616
2418957 0.098857127 4.7036757403852
2419174 0.100244119 4.70369749335902
2419255 0.1001057984 4.70370560192869
2419522 0.1066796542 4.70373408539636
2419700 0.1521018043 4.70376115951753
2419741 0.2152191778 4.70376998350382
2419822 0.2329006738 4.70378884845839
2419877 0.3932531578 4.70381047738207
2420081 0.8093774374 4.7039755903793
2420171 1.3375979799 4.70409597419749
2420326 1.4723816547 4.70432419335397
2421719 1.4849546991 4.70639273524982
2421725 1.4996207661 4.70640173297441
2422094 1.4658255968 4.70694262261963
2422778 1.4268779901 4.70791860716486
2423455 1.4305192562 4.70888706870131
2423536 1.4450719568 4.70900411952981
2424331 1.4488784273 4.71015597787951
2424865 1.4784822993 4.71094548742734
2425207 1.6371347526 4.71150538751273
2425309 1.6569743474 4.71167439889616
2425740 2.9352326903 4.71293948418568
2425942 3.4764084757 4.71364171869778
2426516 3.5045723778 4.71565334324263
2426535 4.0233095981 4.715729786125
2426609 4.3189303665 4.71604938697212
2426823 4.7781863332 4.71707191884742
2427407 5.0505535352 4.72002144211198
2427855 17.9961752715 4.72808372863361
2428118 18.35965029 4.73291231665988
2429055 18.3608011388 4.75011638732694
2429791 18.3608011388 4.76362993696509
2430055 18.3608011388 4.76847718846574
2431362 6.0611591685 4.77639912349897
2431678 4.063722012 4.77768325965476
2431947 4.0480166492 4.77877217613339
2432004 4.0442911298 4.77900270072779
2433812 4.0393558359 4.7863058560791
2436135 3.9394887028 4.7954572883357
2436324 3.7070555673 4.79615792183792
2440063 3.7587909671 4.81021204126391
2440919 7.5426791648 4.81666857462898
2442662 15.2626287465 4.84327133653413
2446990 15.383270138 4.90985012969139
2447048 15.4220279992 4.91074460731535
2447798 6.1563617328 4.91536187861495
2450639 6.4800456927 4.93377168842791
2450772 6.6732257131 4.93465922744775
2451412 6.0673227966 4.93854231403757
2454081 5.9545202776 4.95443492865849
2454348 0.471013848 4.9545606893559
2456190 0.4042281854 4.95530527767341
2456821 0.2500421553 4.9554630542734
2457560 0.2176826267 4.95562392173454
2458596 0.2336900107 4.95586602458562
2458868 0.2471317916 4.95593324443294
2459081 0.2194873404 4.95597999523644
2459343 0.2154923657 4.95603645423625
2460125 0.2176262683 4.95620663797806
2460409 0.2297242427 4.95627187966299
2460632 0.2278142719 4.95632268224563
2460965 0.3516686764 4.95643978791487
2461117 0.566215194 4.95652585262435
2463565 0.3309663112 4.95733605815417
2463781 0.1721303928 4.95737323831902
2464304 0.1516477116 4.95745255007218
2466789 0.1331428535 4.95778341006313
2466853 0.1092835474 4.95779040421017
2467007 0.1092893092 4.95780723476378
2467019 0.0918756004 4.95780833727099
2467215 0.0821036714 4.95782442959058
2467716 0.077590682 4.95786330252226
2468321 0.0764907922 4.95790957945154
2468645 0.0755654544 4.95793406265877
2470448 0.0978384271 4.95811046534283
2470619 0.1071287213 4.95812878435417
2471152 0.1071287213 4.95818588396263
2471236 1.3330342286 4.95829785883783
2471582 1.3330342286 4.95875908868092
2471669 1.3452775551 4.95887612782822
2471813 1.3463059354 4.95906999588292
2473626 1.3483945987 4.96151463529036
2474250 9.7743520916 4.96761383099552
2475390 14.2606072963 4.9838709233133
2476190 1.3655629099 4.98496337364122
2476457 1.3600425043 4.98532650498987
2477927 1.3596070174 4.98732512730544
2478194 0.7465134527 4.98752444639732
2478709 0.6583283473 4.98786348549618
2479047 0.6492157343 4.98808292041437
2479086 0.6445261072 4.98810805693255
2479468 0.6429801893 4.98835367536486
2479780 0.6438175729 4.98855454644761
2479843 0.6441559087 4.98859512826986
2480169 0.644808191 4.98880533574012
2481155 0.6463929957 4.98944267923388
2481720 0.646981809 4.98980822395597
2481831 0.6470794457 4.98988004977444
2481847 0.6471967229 4.98989040492201
2483182 0.6472675846 4.99075450714745
2483205 0.6474391035 4.99076939824683
2483244 0.6475820694 4.99079465394753
2486752 0.7603785242 4.99346206181043
2487033 0.7602687788 4.99367569733727
2487085 0.9856138773 4.99372694925889
2487540 1.2864341504 4.99431227679732
2487936 1.7855898607 4.99501937038216
2488206 4.1776733031 4.996147342174
2488318 4.3445213226 4.99663392856213
2488341 4.4183879207 4.9967355514843
2488477 4.4485319728 4.9973405518326
2488633 4.5115313843 4.99804435072855
2488828 4.5124438653 4.99892427728229
2489110 4.5124438653 5.0001967864523
2489660 4.5531327897 5.00270100948664
2490168 4.9266042684 5.00520372445498
2490260 5.4756922626 5.00570748814314
2490463 5.8886084167 5.00690287565173
2490903 4.9495348149 5.00908067097029
2491024 0.5475022013 5.00914691873665
2491463 0.3887557203 5.00931758249786
2491632 0.3886376185 5.00938326225539
2491656 0.3664313588 5.009392056608
2492320 0.3660337929 5.00963510304648
2492459 0.3654138115 5.00968589556628
2492522 0.3652056377 5.00970890352146
2492880 2.2835096295 5.01052639996882
2493442 0.3271874294 5.01071027930414
2494030 0.3273264816 5.01090274727532
2495861 0.3281364193 5.01150356505906
2497039 0.3292135193 5.0118913785848
2497633 0.330624909 5.01208776978074
2498207 0.330624909 5.01227754847851
2498611 0.3288023663 5.01241038463449
2498660 0.3254319038 5.01242633079778
2498811 0.3230448544 5.01247511057079
2498870 0.3190365255 5.0124939337258
2499793 0.3176353288 5.01278711113428
2500081 0.3190522648 5.01287899818654
2500239 0.3190657928 5.0129294105818
2500331 0.3190843972 5.01295876634635
2500547 0.3445954444 5.01303319896234
2500823 0.448730088 5.01315704846663
2501044 0.6770521838 5.01330667699924
2501180 0.8826868681 5.01342672241331
2501337 1.2232781717 5.01361877708626
2501416 1.2810672599 5.0137199813998
2501990 1.3204090532 5.01447789619633
2502474 1.7849896227 5.01534183117372
2502665 3.6220300913 5.01603363892116
2502920 1.4996080626 5.01641603897712
2504045 1.5045862464 5.01810869850432
2504467 1.5115390062 5.01874656796494
2504650 1.5505057731 5.01903031052141
2505326 1.55096074 5.02007875998165
2505543 1.5512816888 5.02041538810812
2505639 1.5506216066 5.02056424778236
2505898 1.5499079149 5.02096567393232
2506126 1.5152110091 5.02131114204239
2507625 1.2196356274 5.02313937584786
2507844 1.2200985675 5.02340657743415
2507895 0.9690760754 5.02345600031399
2507968 0.7487930204 5.02351066220448
2508181 0.7514116687 5.02367071288991
2508700 0.7331270548 5.02405120583135
2509187 0.6791738148 5.02438196347916
2509254 0.4882625946 5.024414677073
2510234 0.4834330034 5.02488844141633
2511088 0.48267024 5.02530064180129
2512341 0.4852356405 5.02590864205884
2512648 0.4851107807 5.02605757106851
2513577 0.5844772484 5.02660055043228
2514751 3.8898462158 5.03116722988963
2515884 4.2515250025 5.03598420771746
2515919 4.6577159868 5.036147227777
2516262 4.6656824091 5.03774755684332
2518909 5.2715284418 5.05170129262876
2519055 5.6910706436 5.05253218894273
2519845 5.7106725304 5.05704362024175
2520004 5.7339818264 5.05795532335214
2520539 5.4887909347 5.06089182650221
2520771 1.758061221 5.06129969670548
2521727 0.9978456257 5.06225363712365
2526808 1.0162439173 5.06741717246745
2527251 1.0615446201 5.06788743673415
2527952 1.1159965151 5.06866975029124
2529133 1.3458819283 5.07025923684856
2529652 1.5477253841 5.07106250632291
2529869 2.0733970149 5.07151243347514
2530197 1.7272530089 5.07207897246206
2530685 1.4503056376 5.07278672161321
2530717 1.2318770172 5.07282614167776
2530814 1.1185227865 5.07293463838805
2530879 1.0342868782 5.07300186703513
2532325 0.9336030514 5.07435185704746
2532388 0.8447507796 5.07440507634657
2532549 0.7586019506 5.07452721126062
2532599 0.6698025122 5.07456070138623
2532651 0.6061839767 5.07459222295302
2533066 0.5227007808 5.07480914377705
2533079 0.4354930962 5.0748148051873
2534249 0.4355821968 5.07532443635756
2534818 6.3810160121 5.07895523446844
2535769 13.5731002354 5.09186325279231
2536449 13.5731002354 5.10109296095238
2536761 13.4287385608 5.10528272738335
2537252 13.3258092273 5.11182569971395
2537371 6.3830910431 5.11258528754808
2537398 1.6885211929 5.11263087762029
2537739 1.6798531196 5.11320370753407
2537823 1.6772988663 5.11334460063884
2537893 1.6714905236 5.1134616049755
2538079 1.6690974225 5.11377205709608
2538387 1.6671829551 5.11428554944625
2538664 1.6640945553 5.11474650363807
2539474 1.669896481 5.11609911978768
2540226 1.8117929533 5.11746158808856
2540392 1.5881453007 5.11772522020848
2540635 1.529373555 5.11809685798234
2542900 17.8117696972 5.1584405163465
2548538 17.8117696972 5.25886327389931
2551773 17.8056426509 5.31646452787497
2553859 17.6868672155 5.35335933288651
2554532 10.34860685 5.36032394529656
2554848 6.7125645842 5.36244511570517
2555084 2.88783386 5.36312664449613
2555149 0.9342157377 5.36318736851908
2555450 0.9042263134 5.36345954063941
2556270 0.9024627665 5.36419956010794
2556861 0.9030772981 5.36473327879112
2557669 0.905211567 5.36546468973725
2557978 0.9057844349 5.36574457712764
2558731 0.9055342304 5.36642644440313
2558963 0.9050657977 5.36663641966819
2562238 0.9055674379 5.36960215302732
2563860 0.8976793085 5.3710581888657
2564014 0.8884581118 5.37119501141492
2564338 0.8827517074 5.37148102296812
2564570 0.8824824526 5.37168575889712
2564963 0.8799279612 5.37203157058587
2567247 0.8775830413 5.3740359702522
2568234 0.8782521652 5.37490280513925
2568439 0.8798758762 5.37508317969388
2568681 0.8802562394 5.37529620170381
2569423 0.8785301701 5.37594807109002
2569849 0.8726668917 5.37631982718589
2571586 1.0363545241 5.37811997499425
2571681 3.891260527 5.37848964474432
2571694 6.9252670639 5.37857967321615
2572375 33.0006731117 5.40105313160521
2573132 33.0006731117 5.42603464115077
2573682 2.6599398928 5.42749760809181
2575661 2.5720127745 5.43258762137255
2575991 2.5637751085 5.43343366715835
2576096 2.5597213826 5.43370243790352
2576348 2.5564336766 5.43434665919003
2578796 2.5664843264 5.44062941282106
2578831 2.5790936881 5.44071968110014
2579517 2.5855515933 5.44249336949314
2579744 2.5870400109 5.44308062757562
2579840 2.5926013131 5.44332951730167
2579913 2.59658156 5.44351906775555
2580288 2.6003139223 5.44449418547642
2581387 2.605434427 5.44735755791169
2581581 2.6184781403 5.44786554267091
2581598 2.624349477 5.44791015661202
2582200 2.6273901148 5.44949184546113
2582343 2.5956546358 5.44986302407405
2582648 2.3004467572 5.45056466033499
2582732 1.9850840194 5.45073140739262
2583046 0.742212646 5.45096446216347
2583726 0.225612572 5.45111787871243
2586456 0.2233835933 5.45172771592213
2586744 0.2221866755 5.45179170568468
2587208 0.2235830028 5.45189544819798
2587667 0.2209129443 5.45199684723941
2590073 0.2031457384 5.452485615886
2590394 0.187828859 5.45254590894974
2590966 0.1914972123 5.45265544535518
2591036 0.1980388213 5.45266930807267
2591624 0.2241137229 5.45280108694173
2593056 0.2192577658 5.45311506406236
2593306 0.4877534413 5.45323700242268
2594528 0.2537210122 5.45354704949959
2595385 0.2529842522 5.45376385700373
2595466 0.2520425198 5.45378427244783
2596490 0.252420014 5.45404275054217
2596597 0.2536663812 5.45406989284495
2597043 0.2559051187 5.4541840265279
2597144 0.2621178544 5.45421050043119
2597242 0.2716924409 5.4542371262904
2597424 0.2894791446 5.45428981149472
2598487 3.648484472 5.45816815048845
2598517 5.4360460837 5.45833123187096
2598774 7.8465297587 5.46034779001895
2599186 9.9416684689 5.46444375742813
